,experiment_id,study_id,experiment_type,experiment_type_id,experiment_control,source_id,reference_source,comments
3455,,SDY288,vaccination experiment,,1,,,
3456,,SDY286,vaccination experiment,,1,,,
3457,,SDY286,vaccination experiment,,1,,,
3458,,SDY286,vaccination experiment,,1,,,
3459,,SDY288,vaccination experiment,,1,,,
3460,,SDY288,vaccination experiment,,1,,,
3461,,SDY288,vaccination experiment,,1,,,
3462,,SDY288,vaccination experiment,,1,,,
3463,,SDY288,vaccination experiment,,1,,,
3464,,SDY288,vaccination experiment,,1,,,
3465,,SDY288,vaccination experiment,,1,,,
3466,,SDY286,vaccination experiment,,1,,,
3467,,SDY286,vaccination experiment,,1,,,
3468,,SDY286,vaccination experiment,,1,,,
3469,,SDY286,vaccination experiment,,1,,,
3470,,SDY286,vaccination experiment,,1,,,
3471,,SDY286,vaccination experiment,,1,,,
3472,,SDY286,vaccination experiment,,1,,,
3473,,SDY286,vaccination experiment,,1,,,
3474,,SDY286,vaccination experiment,,1,,,
3475,,SDY286,vaccination experiment,,1,,,
3476,,SDY286,vaccination experiment,,1,,,
3477,,SDY286,vaccination experiment,,1,,,
3478,,SDY286,vaccination experiment,,1,,,
3479,,SDY286,vaccination experiment,,1,,,
3480,,SDY286,vaccination experiment,,1,,,
3481,,SDY286,vaccination experiment,,1,,,
3482,,SDY286,vaccination experiment,,1,,,
3483,,SDY286,vaccination experiment,,1,,,
3484,,SDY286,vaccination experiment,,1,,,
3485,,SDY286,vaccination experiment,,1,,,
3486,,SDY286,vaccination experiment,,1,,,
3487,,SDY286,vaccination experiment,,1,,,
3488,,SDY286,vaccination experiment,,1,,,
3489,,SDY286,vaccination experiment,,1,,,
3490,,SDY288,vaccination experiment,,1,,,
3491,,SDY288,vaccination experiment,,1,,,
3492,,SDY288,vaccination experiment,,1,,,
3493,,SDY286,vaccination experiment,,1,,,
3494,,SDY286,vaccination experiment,,1,,,
3495,,SDY286,vaccination experiment,,1,,,
3496,,SDY286,vaccination experiment,,1,,,
3497,,SDY286,vaccination experiment,,1,,,
3498,,SDY286,vaccination experiment,,1,,,
3499,,SDY286,vaccination experiment,,1,,,
3500,,SDY286,vaccination experiment,,1,,,
3501,,SDY286,vaccination experiment,,1,,,
3502,,SDY286,vaccination experiment,,1,,,
3503,,SDY286,vaccination experiment,,1,,,
3504,,SDY286,vaccination experiment,,1,,,
3505,,SDY286,vaccination experiment,,1,,,
3506,,SDY286,vaccination experiment,,1,,,
3507,,SDY286,vaccination experiment,,1,,,
3508,,SDY286,vaccination experiment,,1,,,
3509,,SDY286,vaccination experiment,,1,,,
3510,,SDY286,vaccination experiment,,1,,,
3511,,SDY286,vaccination experiment,,1,,,
3512,,SDY286,vaccination experiment,,1,,,
3513,,SDY286,vaccination experiment,,1,,,
3514,,SDY288,vaccination experiment,,1,,,
3515,,SDY288,vaccination experiment,,1,,,
3516,,SDY288,vaccination experiment,,1,,,
3517,,SDY288,vaccination experiment,,1,,,
3518,,SDY288,vaccination experiment,,1,,,
3519,,SDY288,vaccination experiment,,1,,,
3520,,SDY288,vaccination experiment,,1,,,
3521,,SDY288,vaccination experiment,,1,,,
3522,,SDY288,vaccination experiment,,1,,,
3523,,SDY288,vaccination experiment,,1,,,
3524,,SDY288,vaccination experiment,,1,,,
3525,,SDY288,vaccination experiment,,1,,,
3526,,SDY288,vaccination experiment,,1,,,
3527,,SDY288,vaccination experiment,,1,,,
3528,,SDY288,vaccination experiment,,1,,,
3529,,SDY288,vaccination experiment,,1,,,
3530,,SDY288,vaccination experiment,,1,,,
3531,,SDY288,vaccination experiment,,1,,,
3532,,SDY288,vaccination experiment,,1,,,
3533,,SDY288,vaccination experiment,,1,,,
3534,,SDY288,vaccination experiment,,1,,,
3535,,SDY288,vaccination experiment,,1,,,
3536,,SDY288,vaccination experiment,,1,,,
3537,,SDY288,vaccination experiment,,1,,,
3538,,SDY288,vaccination experiment,,1,,,
3539,,SDY288,vaccination experiment,,1,,,
3540,,SDY288,vaccination experiment,,1,,,
3541,,SDY288,vaccination experiment,,1,,,
3542,,SDY288,vaccination experiment,,1,,,
3543,,SDY288,vaccination experiment,,1,,,
3544,,SDY288,vaccination experiment,,1,,,
3545,,SDY288,vaccination experiment,,1,,,
3546,,SDY288,vaccination experiment,,1,,,
3547,,SDY288,vaccination experiment,,1,,,
3548,,SDY288,vaccination experiment,,1,,,
3549,,SDY288,vaccination experiment,,1,,,
3550,,SDY288,vaccination experiment,,1,,,
3551,,SDY288,vaccination experiment,,1,,,
3552,,SDY288,vaccination experiment,,1,,,
3553,,SDY288,vaccination experiment,,1,,,
3554,,SDY288,vaccination experiment,,1,,,
3555,,SDY288,vaccination experiment,,1,,,
3556,,SDY288,vaccination experiment,,1,,,
3557,,SDY288,vaccination experiment,,1,,,
3558,,SDY288,vaccination experiment,,1,,,
3559,,SDY288,vaccination experiment,,1,,,
3560,,SDY288,vaccination experiment,,1,,,
3561,,SDY288,vaccination experiment,,1,,,
3562,,SDY288,vaccination experiment,,1,,,
3563,,SDY288,vaccination experiment,,1,,,
3564,,SDY288,vaccination experiment,,1,,,
3565,,SDY288,vaccination experiment,,1,,,
3566,,SDY288,vaccination experiment,,1,,,
3567,,SDY288,vaccination experiment,,1,,,
3568,,SDY288,vaccination experiment,,1,,,
3569,,SDY288,vaccination experiment,,1,,,
3570,,SDY288,vaccination experiment,,1,,,
3571,,SDY288,vaccination experiment,,1,,,
3572,,SDY288,vaccination experiment,,1,,,
3573,,SDY288,vaccination experiment,,1,,,
3574,,SDY288,vaccination experiment,,1,,,
3575,,SDY284,vaccination experiment,,1,,,
3576,,SDY286,vaccination experiment,,1,,,
3577,,SDY282,vaccination experiment,,1,,,
3578,,SDY8,vaccination experiment,,1,,,
3579,,SDY42,vaccination experiment,,1,,,
3580,,SDY42,vaccination experiment,,1,,,
3581,,SDY42,vaccination experiment,,1,,,
3582,,SDY8,vaccination experiment,,1,,,
3583,,SDY873,vaccination experiment,,1,,,
3584,,SDY873,vaccination experiment,,1,,,
3585,,SDY873,vaccination experiment,,1,,,
3586,,SDY873,vaccination experiment,,1,,,
3587,,SDY873,vaccination experiment,,1,,,
3588,,SDY873,vaccination experiment,,1,,,
3589,,SDY873,vaccination experiment,,1,,,
3590,,SDY873,vaccination experiment,,1,,,
3591,,SDY873,vaccination experiment,,1,,,
3592,,SDY873,vaccination experiment,,1,,,
3593,,SDY873,vaccination experiment,,1,,,
3594,,SDY2631,vaccination experiment,,1,,,
3595,,SDY873,vaccination experiment,,1,,,
3596,,SDY2631,vaccination experiment,,1,,,
3597,,SDY2631,vaccination experiment,,1,,,
3598,,SDY2631,vaccination experiment,,1,,,
3599,,SDY2631,vaccination experiment,,1,,,
3600,,SDY2631,vaccination experiment,,1,,,
3601,,SDY2632,vaccination experiment,,1,,,
3602,,SDY2632,vaccination experiment,,1,,,
3603,,SDY2633,vaccination experiment,,1,,,
3604,,SDY2633,vaccination experiment,,1,,,
3605,,SDY2633,vaccination experiment,,1,,,
3606,,SDY873,vaccination experiment,,1,,,
3607,,SDY2634,vaccination experiment,,1,,,
3608,,SDY2634,vaccination experiment,,1,,,
3609,,SDY2634,vaccination experiment,,1,,,
3610,,SDY2634,vaccination experiment,,1,,,
3611,,SDY2634,vaccination experiment,,1,,,
3612,,SDY873,vaccination experiment,,1,,,
3613,,SDY873,vaccination experiment,,1,,,
3614,,SDY873,vaccination experiment,,1,,,
3615,,SDY873,vaccination experiment,,1,,,
3616,,SDY873,vaccination experiment,,1,,,
3617,,SDY873,vaccination experiment,,1,,,
3618,,SDY873,vaccination experiment,,1,,,
3619,,SDY873,vaccination experiment,,1,,,
3620,,SDY873,vaccination experiment,,1,,,
3621,,SDY873,vaccination experiment,,1,,,
3622,,SDY873,vaccination experiment,,1,,,
3623,,SDY873,vaccination experiment,,1,,,
3624,,SDY873,vaccination experiment,,1,,,
3625,,SDY873,vaccination experiment,,1,,,
3626,,SDY873,vaccination experiment,,1,,,
3627,,SDY873,vaccination experiment,,1,,,
3628,,SDY873,vaccination experiment,,1,,,
3629,,SDY873,vaccination experiment,,1,,,
3630,,SDY873,vaccination experiment,,1,,,
3631,,SDY873,vaccination experiment,,1,,,
3632,,SDY873,vaccination experiment,,1,,,
3633,,SDY873,vaccination experiment,,1,,,
3634,,SDY873,vaccination experiment,,1,,,
3635,,SDY873,vaccination experiment,,1,,,
3636,,SDY873,vaccination experiment,,1,,,
3637,,SDY873,vaccination experiment,,1,,,
3638,,SDY873,vaccination experiment,,1,,,
3639,,SDY873,vaccination experiment,,1,,,
3640,,SDY873,vaccination experiment,,1,,,
3641,,SDY873,vaccination experiment,,1,,,
3642,,SDY873,vaccination experiment,,1,,,
3643,,SDY873,vaccination experiment,,1,,,
3644,,SDY873,vaccination experiment,,1,,,
3645,,SDY873,vaccination experiment,,1,,,
3646,,SDY873,vaccination experiment,,1,,,
3647,,SDY873,vaccination experiment,,1,,,
3648,,SDY873,vaccination experiment,,1,,,
3649,,SDY873,vaccination experiment,,1,,,
3650,,SDY873,vaccination experiment,,1,,,
3651,,SDY873,vaccination experiment,,1,,,
3652,,SDY873,vaccination experiment,,1,,,
3653,,SDY873,vaccination experiment,,1,,,
3654,,SDY873,vaccination experiment,,1,,,
3655,,SDY873,vaccination experiment,,1,,,
3656,,SDY873,vaccination experiment,,1,,,
3657,,SDY873,vaccination experiment,,1,,,
3658,,SDY873,vaccination experiment,,1,,,
3659,,SDY873,vaccination experiment,,1,,,
3660,,SDY873,vaccination experiment,,1,,,
3661,,SDY873,vaccination experiment,,1,,,
3662,,SDY873,vaccination experiment,,1,,,
3663,,SDY873,vaccination experiment,,1,,,
3664,,SDY873,vaccination experiment,,1,,,
3665,,SDY873,vaccination experiment,,1,,,
3666,,SDY873,vaccination experiment,,1,,,
3667,,SDY873,vaccination experiment,,1,,,
3668,,SDY873,vaccination experiment,,1,,,
3669,,SDY873,vaccination experiment,,1,,,
3670,,SDY873,vaccination experiment,,1,,,
3671,,SDY873,vaccination experiment,,1,,,
3672,,SDY873,vaccination experiment,,1,,,
3673,,SDY873,vaccination experiment,,1,,,
3674,,SDY873,vaccination experiment,,1,,,
3675,,SDY873,vaccination experiment,,1,,,
3676,,SDY873,vaccination experiment,,1,,,
3677,,SDY873,vaccination experiment,,1,,,
3678,,SDY873,vaccination experiment,,1,,,
3679,,SDY873,vaccination experiment,,1,,,
3680,,SDY873,vaccination experiment,,1,,,
3681,,SDY873,vaccination experiment,,1,,,
3682,,SDY873,vaccination experiment,,1,,,
3683,,SDY873,vaccination experiment,,1,,,
3684,,SDY873,vaccination experiment,,1,,,
3685,,SDY873,vaccination experiment,,1,,,
3686,,SDY873,vaccination experiment,,1,,,
3687,,SDY873,vaccination experiment,,1,,,
3688,,SDY873,vaccination experiment,,1,,,
3689,,SDY873,vaccination experiment,,1,,,
3690,,SDY873,vaccination experiment,,1,,,
3691,,SDY873,vaccination experiment,,1,,,
3692,,SDY256,vaccination experiment,,1,,,
3693,,SDY260,vaccination experiment,,1,,,
3694,,SDY256,vaccination experiment,,1,,,
3695,,SDY256,vaccination experiment,,1,,,
3696,,SDY258,vaccination experiment,,1,,,
3697,,SDY258,vaccination experiment,,1,,,
3698,,SDY259,vaccination experiment,,1,,,
3699,,SDY259,vaccination experiment,,1,,,
3700,,SDY259,vaccination experiment,,1,,,
3701,,SDY260,vaccination experiment,,1,,,
3702,,SDY256,vaccination experiment,,1,,,
3703,,SDY259,vaccination experiment,,1,,,
3704,,SDY256,vaccination experiment,,1,,,
3705,,SDY260,vaccination experiment,,1,,,
3706,,SDY256,vaccination experiment,,1,,,
3707,,SDY259,vaccination experiment,,1,,,
3708,,SDY259,vaccination experiment,,1,,,
3709,,SDY259,vaccination experiment,,1,,,
3710,,SDY259,vaccination experiment,,1,,,
3711,,SDY260,vaccination experiment,,1,,,
3712,,SDY259,vaccination experiment,,1,,,
3713,,SDY256,vaccination experiment,,1,,,
3714,,SDY259,vaccination experiment,,1,,,
3715,,SDY256,vaccination experiment,,1,,,
3716,,SDY256,vaccination experiment,,1,,,
3717,,SDY258,vaccination experiment,,1,,,
3718,,SDY260,vaccination experiment,,1,,,
3719,,SDY259,vaccination experiment,,1,,,
3720,,SDY256,vaccination experiment,,1,,,
3721,,SDY256,vaccination experiment,,1,,,
3722,,SDY258,vaccination experiment,,1,,,
3723,,SDY258,vaccination experiment,,1,,,
3724,,SDY258,vaccination experiment,,1,,,
3725,,SDY6,vaccination experiment,,1,,,
3726,,SDY6,vaccination experiment,,1,,,
3727,,SDY6,vaccination experiment,,1,,,
3728,,SDY9,vaccination experiment,,1,,,
3729,,SDY44,vaccination experiment,,1,,,
3730,,SDY44,vaccination experiment,,1,,,
3731,,SDY44,vaccination experiment,,1,,,
3732,,SDY44,vaccination experiment,,1,,,
3733,,SDY44,vaccination experiment,,1,,,
3734,,SDY9,vaccination experiment,,1,,,
3735,,SDY4,vaccination experiment,,1,,,
3736,,SDY4,vaccination experiment,,1,,,
3737,,SDY4,vaccination experiment,,1,,,
3738,,SDY2,vaccination experiment,,1,,,
3739,,SDY2,vaccination experiment,,1,,,
3740,,SDY2,vaccination experiment,,1,,,
3741,,SDY2635,vaccination experiment,,1,,,
3742,,SDY2635,vaccination experiment,,1,,,
3743,,SDY2635,vaccination experiment,,1,,,
3744,,SDY2635,vaccination experiment,,1,,,
3745,,SDY2636,vaccination experiment,,1,,,
3746,,SDY2636,vaccination experiment,,1,,,
3747,,SDY2636,vaccination experiment,,1,,,
3748,,SDY2636,vaccination experiment,,1,,,
3749,,SDY2636,vaccination experiment,,1,,,
3750,,SDY2636,vaccination experiment,,1,,,
3751,,SDY2636,vaccination experiment,,1,,,
3752,,SDY2636,vaccination experiment,,1,,,
3753,,SDY2637,vaccination experiment,,1,,,
3754,,SDY2637,vaccination experiment,,1,,,
3755,,SDY2637,vaccination experiment,,1,,,
3756,,SDY2637,vaccination experiment,,1,,,
3757,,SDY2637,vaccination experiment,,1,,,
3758,,SDY2637,vaccination experiment,,1,,,
3759,,SDY2637,vaccination experiment,,1,,,
3760,,SDY2637,vaccination experiment,,1,,,
3761,,SDY2637,vaccination experiment,,1,,,
3762,,SDY2637,vaccination experiment,,1,,,
3763,,SDY2637,vaccination experiment,,1,,,
3764,,SDY2637,vaccination experiment,,1,,,
3765,,SDY2638,vaccination experiment,,1,,,
3766,,SDY2638,vaccination experiment,,1,,,
3767,,SDY2638,vaccination experiment,,1,,,
3768,,SDY2639,vaccination experiment,,1,,,
3769,,SDY2639,vaccination experiment,,1,,,
3770,,SDY2640,vaccination experiment,,1,,,
3771,,SDY2640,vaccination experiment,,1,,,
3772,,SDY2640,vaccination experiment,,1,,,
3773,,SDY2641,vaccination experiment,,1,,,
3774,,SDY2641,vaccination experiment,,1,,,
3775,,SDY2641,vaccination experiment,,1,,,
3776,,SDY2641,vaccination experiment,,1,,,
3777,,SDY2641,vaccination experiment,,1,,,
3778,,SDY2642,vaccination experiment,,1,,,
3779,,SDY2642,vaccination experiment,,1,,,
3780,,SDY2642,vaccination experiment,,1,,,
3781,,SDY2642,vaccination experiment,,1,,,
3782,,SDY2642,vaccination experiment,,1,,,
3783,,SDY2643,vaccination experiment,,1,,,
3784,,SDY2643,vaccination experiment,,1,,,
3785,,SDY2643,vaccination experiment,,1,,,
3786,,SDY2644,vaccination experiment,,1,,,
3787,,SDY2644,vaccination experiment,,1,,,
3788,,SDY2644,vaccination experiment,,1,,,
3789,,SDY2645,vaccination experiment,,1,,,
3790,,SDY2645,vaccination experiment,,1,,,
3791,,SDY2645,vaccination experiment,,1,,,
3792,,SDY2645,vaccination experiment,,1,,,
3793,,SDY2645,vaccination experiment,,1,,,
3794,,SDY2645,vaccination experiment,,1,,,
3795,,SDY2645,vaccination experiment,,1,,,
3796,,SDY2645,vaccination experiment,,1,,,
3797,,SDY2648,vaccination experiment,,1,,,
3798,,SDY2648,vaccination experiment,,1,,,
3799,,SDY2648,vaccination experiment,,1,,,
3800,,SDY2650,vaccination experiment,,1,,,
3801,,SDY2650,vaccination experiment,,1,,,
3802,,SDY2651,vaccination experiment,,1,,,
3803,,SDY2651,vaccination experiment,,1,,,
3804,,SDY2651,vaccination experiment,,1,,,
3805,,SDY2651,vaccination experiment,,1,,,
3806,,SDY2651,vaccination experiment,,1,,,
3807,,SDY2651,vaccination experiment,,1,,,
3808,,SDY2652,vaccination experiment,,1,,,
3809,,SDY2652,vaccination experiment,,1,,,
3810,,SDY2652,vaccination experiment,,1,,,
3811,,SDY2653,vaccination experiment,,1,,,
3812,,SDY2653,vaccination experiment,,1,,,
3813,,SDY2653,vaccination experiment,,1,,,
3814,,SDY2653,vaccination experiment,,1,,,
3815,,SDY2653,vaccination experiment,,1,,,
3816,,SDY2653,vaccination experiment,,1,,,
3817,,SDY2653,vaccination experiment,,1,,,
3818,,SDY2653,vaccination experiment,,1,,,
3819,,SDY2654,vaccination experiment,,1,,,
3820,,SDY2654,vaccination experiment,,1,,,
3821,,SDY2654,vaccination experiment,,1,,,
3822,,SDY2654,vaccination experiment,,1,,,
3823,,SDY2654,vaccination experiment,,1,,,
3824,,SDY2654,vaccination experiment,,1,,,
3825,,SDY2654,vaccination experiment,,1,,,
3826,,SDY2654,vaccination experiment,,1,,,
3827,,SDY2655,vaccination experiment,,1,,,
3828,,SDY2655,vaccination experiment,,1,,,
3829,,SDY2655,vaccination experiment,,1,,,
3830,,SDY2655,vaccination experiment,,1,,,
3831,,SDY2655,vaccination experiment,,1,,,
3832,,SDY2655,vaccination experiment,,1,,,
3833,,SDY2655,vaccination experiment,,1,,,
3834,,SDY2655,vaccination experiment,,1,,,
3835,,SDY2655,vaccination experiment,,1,,,
3836,,SDY2655,vaccination experiment,,1,,,
3837,,SDY2649,vaccination experiment,,1,,,
3838,,SDY2649,vaccination experiment,,1,,,
3839,,SDY2649,vaccination experiment,,1,,,
3840,,SDY2649,vaccination experiment,,1,,,
3841,,SDY2649,vaccination experiment,,1,,,
3842,,SDY2649,vaccination experiment,,1,,,
3843,,SDY2649,vaccination experiment,,1,,,
3844,,SDY2657,vaccination experiment,,1,,,
3845,,SDY2658,vaccination experiment,,1,,,
3846,,SDY2658,vaccination experiment,,1,,,
3847,,SDY2658,vaccination experiment,,1,,,
3848,,SDY2658,vaccination experiment,,1,,,
3849,,SDY2658,vaccination experiment,,1,,,
3850,,SDY2658,vaccination experiment,,1,,,
3851,,SDY2658,vaccination experiment,,1,,,
3852,,SDY2649,vaccination experiment,,1,,,
3853,,SDY2649,vaccination experiment,,1,,,
3854,,SDY2649,vaccination experiment,,1,,,
3855,,SDY2649,vaccination experiment,,1,,,
3856,,SDY2649,vaccination experiment,,1,,,
3857,,SDY2583,vaccination experiment,,1,,,
3858,,SDY51,vaccination experiment,,1,,,
3859,,SDY51,vaccination experiment,,1,,,
3860,,SDY51,vaccination experiment,,1,,,
3861,,SDY2437,vaccination experiment,,1,,,
3862,,SDY2674,vaccination experiment,,1,,,
3863,,SDY2674,vaccination experiment,,1,,,
3864,,SDY2674,vaccination experiment,,1,,,
3865,,SDY2674,vaccination experiment,,1,,,
3866,,SDY2676,vaccination experiment,,1,,,
3867,,SDY2676,vaccination experiment,,1,,,
3868,,SDY2677,vaccination experiment,,1,,,
3869,,SDY2679,vaccination experiment,,1,,,
3870,,SDY2679,vaccination experiment,,1,,,
3871,,SDY2679,vaccination experiment,,1,,,
3872,,SDY2682,vaccination experiment,,1,,,
3873,,SDY2683,vaccination experiment,,1,,,
3874,,SDY2684,vaccination experiment,,1,,,
3875,,SDY2684,vaccination experiment,,1,,,
3876,,SDY2685,vaccination experiment,,1,,,
3877,,SDY2685,vaccination experiment,,1,,,
3878,,SDY2686,vaccination experiment,,1,,,
3879,,SDY2686,vaccination experiment,,1,,,
3880,,SDY2687,vaccination experiment,,1,,,
3881,,SDY2687,vaccination experiment,,1,,,
3882,,SDY2687,vaccination experiment,,1,,,
3883,,SDY2687,vaccination experiment,,1,,,
3884,,SDY2687,vaccination experiment,,1,,,
3885,,SDY2687,vaccination experiment,,1,,,
3886,,SDY2687,vaccination experiment,,1,,,
3887,,SDY2687,vaccination experiment,,1,,,
3888,,SDY2687,vaccination experiment,,1,,,
3889,,SDY2687,vaccination experiment,,1,,,
3890,,SDY2687,vaccination experiment,,1,,,
3891,,SDY2688,vaccination experiment,,1,,,
3892,,SDY2688,vaccination experiment,,1,,,
3893,,SDY2688,vaccination experiment,,1,,,
3894,,SDY2688,vaccination experiment,,1,,,
3895,,SDY2688,vaccination experiment,,1,,,
3896,,SDY2688,vaccination experiment,,1,,,
3897,,SDY2688,vaccination experiment,,1,,,
3898,,SDY2689,vaccination experiment,,1,,,
3899,,SDY2689,vaccination experiment,,1,,,
3900,,SDY2689,vaccination experiment,,1,,,
3901,,SDY2689,vaccination experiment,,1,,,
3902,,SDY2689,vaccination experiment,,1,,,
3903,,SDY2689,vaccination experiment,,1,,,
3904,,SDY2689,vaccination experiment,,1,,,
3905,,SDY2689,vaccination experiment,,1,,,
3906,,SDY2689,vaccination experiment,,1,,,
3907,,SDY2689,vaccination experiment,,1,,,
3908,,SDY2690,vaccination experiment,,1,,,
3909,,SDY2690,vaccination experiment,,1,,,
3910,,SDY2690,vaccination experiment,,1,,,
3911,,SDY2690,vaccination experiment,,1,,,
3912,,SDY2690,vaccination experiment,,1,,,
3913,,SDY2690,vaccination experiment,,1,,,
3914,,SDY2690,vaccination experiment,,1,,,
3915,,SDY2692,vaccination experiment,,1,,,
3916,,SDY2692,vaccination experiment,,1,,,
3917,,SDY2694,vaccination experiment,,1,,,
3918,,SDY2696,vaccination experiment,,1,,,
3919,,SDY2696,vaccination experiment,,1,,,
3920,,SDY2696,vaccination experiment,,1,,,
3921,,SDY2696,vaccination experiment,,1,,,
3922,,SDY2696,vaccination experiment,,1,,,
3923,,SDY2695,vaccination experiment,,1,,,
3924,,SDY2695,vaccination experiment,,1,,,
3925,,SDY2665,vaccination experiment,,1,,,
3926,,SDY2665,vaccination experiment,,1,,,
3927,,SDY2665,vaccination experiment,,1,,,
3928,,SDY2665,vaccination experiment,,1,,,
3929,,SDY2665,vaccination experiment,,1,,,
3930,,SDY2665,vaccination experiment,,1,,,
3931,,SDY2699,vaccination experiment,,1,,,
3932,,SDY2699,vaccination experiment,,1,,,
3933,,SDY2704,vaccination experiment,,1,,,
3934,,SDY2704,vaccination experiment,,1,,,
3935,,SDY2704,vaccination experiment,,1,,,
3936,,SDY2705,vaccination experiment,,1,,,
3937,,SDY2277,vaccination experiment,,1,,,
3938,,SDY2541,vaccination experiment,,1,,,
3939,,SDY2541,vaccination experiment,,1,,,
3940,,SDY2541,vaccination experiment,,1,,,
3941,,SDY2541,vaccination experiment,,1,,,
3942,,SDY2541,vaccination experiment,,1,,,
3943,,SDY2541,vaccination experiment,,1,,,
3944,,SDY2541,vaccination experiment,,1,,,
3945,,SDY2541,vaccination experiment,,1,,,
3946,,SDY2541,vaccination experiment,,1,,,
3947,,SDY2541,vaccination experiment,,1,,,
3948,,SDY2541,vaccination experiment,,1,,,
3949,,SDY2541,vaccination experiment,,1,,,
3950,,SDY2541,vaccination experiment,,1,,,
3951,,SDY2707,vaccination experiment,,1,,,
3952,,SDY2707,vaccination experiment,,1,,,
3953,,SDY2706,vaccination experiment,,1,,,
3954,,SDY2706,vaccination experiment,,1,,,
3955,,SDY2706,vaccination experiment,,1,,,
3956,,SDY2706,vaccination experiment,,1,,,
3957,,SDY2706,vaccination experiment,,1,,,
3958,,SDY2706,vaccination experiment,,1,,,
3959,,SDY2706,vaccination experiment,,1,,,
3960,,SDY2709,vaccination experiment,,1,,,
3961,,SDY2709,vaccination experiment,,1,,,
3962,,SDY2710,vaccination experiment,,1,,,
3963,,SDY2713,vaccination experiment,,1,,,
3964,,SDY2713,vaccination experiment,,1,,,
3965,,SDY2713,vaccination experiment,,1,,,
3966,,SDY2713,vaccination experiment,,1,,,
3967,,SDY2713,vaccination experiment,,1,,,
3968,,SDY2713,vaccination experiment,,1,,,
3969,,SDY2713,vaccination experiment,,1,,,
3970,,SDY2713,vaccination experiment,,1,,,
3971,,SDY2666,vaccination experiment,,1,,,
3972,,SDY2666,vaccination experiment,,1,,,
3973,,SDY2716,vaccination experiment,,1,,,
3974,,SDY2718,vaccination experiment,,1,,,
3975,,SDY2719,vaccination experiment,,1,,,
3976,,SDY2722,vaccination experiment,,1,,,
3977,,SDY2722,vaccination experiment,,1,,,
3978,,SDY2722,vaccination experiment,,1,,,
3979,,SDY2723,vaccination experiment,,1,,,
3980,,SDY2723,vaccination experiment,,1,,,
3981,,SDY2723,vaccination experiment,,1,,,
3982,,SDY2724,vaccination experiment,,1,,,
3983,,SDY2724,vaccination experiment,,1,,,
3984,,SDY2724,vaccination experiment,,1,,,
3985,,SDY2724,vaccination experiment,,1,,,
3986,,SDY2724,vaccination experiment,,1,,,
3987,,SDY2724,vaccination experiment,,1,,,
3988,,SDY2724,vaccination experiment,,1,,,
3989,,SDY2724,vaccination experiment,,1,,,
3990,,SDY2724,vaccination experiment,,1,,,
3991,,SDY2724,vaccination experiment,,1,,,
3992,,SDY2724,vaccination experiment,,1,,,
3993,,SDY2724,vaccination experiment,,1,,,
3994,,SDY2724,vaccination experiment,,1,,,
3995,,SDY2725,vaccination experiment,,1,,,
3996,,SDY2725,vaccination experiment,,1,,,
3997,,SDY2725,vaccination experiment,,1,,,
3998,,SDY2725,vaccination experiment,,1,,,
3999,,SDY2725,vaccination experiment,,1,,,
4000,,SDY2725,vaccination experiment,,1,,,
4001,,SDY2725,vaccination experiment,,1,,,
4002,,SDY2725,vaccination experiment,,1,,,
4003,,SDY2725,vaccination experiment,,1,,,
4004,,SDY2725,vaccination experiment,,1,,,
4005,,SDY2725,vaccination experiment,,1,,,
4006,,SDY2725,vaccination experiment,,1,,,
4007,,SDY2725,vaccination experiment,,1,,,
4008,,SDY2725,vaccination experiment,,1,,,
4009,,SDY2725,vaccination experiment,,1,,,
4010,,SDY2726,vaccination experiment,,1,,,
4011,,SDY2726,vaccination experiment,,1,,,
4012,,SDY2726,vaccination experiment,,1,,,
4013,,SDY2726,vaccination experiment,,1,,,
4014,,SDY2726,vaccination experiment,,1,,,
4015,,SDY2726,vaccination experiment,,1,,,
4016,,SDY2727,vaccination experiment,,1,,,
4017,,SDY2727,vaccination experiment,,1,,,
4018,,SDY2727,vaccination experiment,,1,,,
4019,,SDY2728,vaccination experiment,,1,,,
4020,,SDY2728,vaccination experiment,,1,,,
4021,,SDY2728,vaccination experiment,,1,,,
4022,,SDY2728,vaccination experiment,,1,,,
4023,,SDY2712,vaccination experiment,,1,,,
4024,,SDY2739,vaccination experiment,,1,,,
4025,,SDY2739,vaccination experiment,,1,,,
4026,,SDY2741,vaccination experiment,,1,,,
4027,,SDY2741,vaccination experiment,,1,,,
4028,,SDY2741,vaccination experiment,,1,,,
4029,,SDY2743,vaccination experiment,,1,,,
4030,,SDY2743,vaccination experiment,,1,,,
4031,,SDY2743,vaccination experiment,,1,,,
4032,,SDY2743,vaccination experiment,,1,,,
4033,,SDY2743,vaccination experiment,,1,,,
4034,,SDY2743,vaccination experiment,,1,,,
4035,,SDY2743,vaccination experiment,,1,,,
4036,,SDY2743,vaccination experiment,,1,,,
4037,,SDY2743,vaccination experiment,,1,,,
4038,,SDY2744,vaccination experiment,,1,,,
4039,,SDY2744,vaccination experiment,,1,,,
4040,,SDY2744,vaccination experiment,,1,,,
4041,,SDY2614,vaccination experiment,,1,,,
4042,,SDY2752,vaccination experiment,,1,,,
4043,,SDY2752,vaccination experiment,,1,,,
4044,,SDY2753,vaccination experiment,,1,,,
4045,,SDY2753,vaccination experiment,,1,,,
4046,,SDY2753,vaccination experiment,,1,,,
