,study_id,study_type,study_type_id,study_name,reference_id,reference_source,comments,description,study_description
939,6661,,,,SDY2850,,,Neutralization and binding antibody response to second bivalent COVID-19 vaccination in nursing home residents,To evaluate the immune response following a second bivalent COVID vaccine dose in nursing home residents.
940,7033,,,,SDY2851,,,Prevaccination Response to an Influenza Vaccine,Analysis of pre and postvaccination serum glycomes antibody responses in adults helps assess the effciency in the response to fluzone inflluenza vaccine.
941,7033,,,,SDY2852,,,Metabolome baseline discriminates to the influenza vaccination,The analysis of baseline metabolic differences were conducted to increase the response to inactivated fluzone vaccination in ferrets and humans.
942,7033,,,,SDY2853,,,Broadly neutralizing antibodies target a haemagglutinin anchor epitope,"Broadly neutralizing antibodies that target epitopes of haemagglutinin on the influenza virus have the potential to provide near universal protection against influenza virus infection. Here, we report a distinct class of broadly neutralizing antibodies that target a discrete membrane-proximal anchor epitope of the haemagglutinin stalk domain."
943,7033,,,,SDY2854,,,COBRA HA plus RDOTAP,COBRA HA plus RDOTAP in mice
944,7033,,,,SDY2855,,,Vinyl Sulfone ACE-Dextran MP,Vinyl Sulfone MP expressing COBRA
945,4009,,,,SDY2856,,,Mode of Delivery Predicts Postpartum Maternal Leukocyte Telomere Length,"This study investigates differences in postpartum maternal leukocyte telomere length (LTL) based on the mode of delivery (vaginal vs. cesarean). It evaluates maternal LTL using quantitative PCR in blood samples taken from participants postpartum (week 1 up to six months postpartum). Additionally, it applies machine-learning methods to assess whether other biologic changes related to stress and inflammation occurred following cesarean deliveries by analyzing transcriptomics, metabolomics, microbiomics, immunomics, and proteomics data."
946,4009,,,,SDY2858,,,Glycomics of Cervicovaginal Fluid from Women at Risk of Preterm Birth,"The study conducts glycomic analysis on cervicovaginal fluid (CVF) from 36 pregnant women at high risk of preterm birth and 4 non-pregnant women, uncovering glycan epitopes linked to immune regulation, inflammation, and associations with the vaginal microbiome. The study also developed a strategy to resolve overlapped isotopic peaks, enabling fast data annotation and the creation of N-glycan, O-glycan, and glycotope libraries, made available as open-access resources."
947,7033,,,,SDY2859,,,H3N2 Infection,Infecting Ferrets with H3N2 viruses
948,1305,,,,SDY286,,,Modeling Pulmonary Immunity:  Evaluation of the Innate Immune Response to Pathogens 1) Francisella tularensis 2) Mycobacterium tuberculosis and 3) Influenza A virus in cynomolgus macaque,Alveolar macrophages from mice and macaques following infection with viral and bacterial pathogens were used to determine the similarities and differences to invading pulmonary pathogens
949,7033,,,,SDY2860,,,mRNA-1273 and Ad26.COV2.S vaccines protect against B.1.621 variant of SARS-CoV-2,"Here, we evaluated in mice and hamsters the efficacy of a pre-clinical version of the Moderna mRNA vaccine (mRNA-1273) and the Johnson and Johnson recombinant adenoviral-vectored vaccine (Ad26.COV2.S) against the B.1.621 (Mu) variant of SARS-CoV-2, which contains spike mutations T95I, Y144S, Y145N, R346K, E484K, N501Y, D614G, P681H, and D950N."
950,7033,,,,SDY2863,,,Antigenicity and receptor affinity of SARS-CoV-2 BA.2.86 spike,"Here, human sera and monoclonal antibodies were used to examine SARS-CoV-2 Omicron subvariant BA.2.86's antigenicity."
951,3670,,,,SDY2869,,,Maintenance of protective immunity to COVID-19 vaccines in multiple sclerosis patients on B cell-depleting therapy,"Immune-mediated protection generated to COVID-19 mRNA vaccines is correlated to the presence of anti-Spike protein neutralizing antibodies. B cell depleting (BCD) therapies used to treat multiple sclerosis (MS), diminish this humoral response, though T cell-mediated immunity can be generated. To study the long-term persistence of these differential responses, the effects of different types and modes of immune modulators, and the resultant effects of protection in patients with MS, we evaluated the humoral and cellular response to COVID-19 vaccines in patients with MS from four centers, ranging from one to 70 weeks post-vaccination. BCD therapies in patients with MS significantly reduced the antibody response and enhanced the cellular response to COVID-19 vaccination, with some variations among different anti-CD20 drugs. Despite these alterations persisting for many months following vaccination, the patients retained protective immunity. These results highlight the critical role of T cell-mediated immunity in anti-viral protection independent of humoral immunity."
952,7033,,,,SDY2873,,,Preclinical evaluation of a universal inactivated influenza B vaccine based on the mosaic hemagglutinin-approach,"Here, the investigators present the preclinical evaluation of a novel universal influenza B virus vaccine based on recombinant mosaic hemagglutinin-based (mHA) viruses."
953,1305,,,,SDY288,,,Modeling Pulmonary Immunity:  Evaluation of the Innate Immune Response to Pathogens 1) Francisella tularensis 2) Mycobacterium tuberculosis and 3) Influenza A virus in mice (C57BL/6 and BALB/c),Alveolar macrophages from mice and macaques following infection with viral and bacterial pathogens were used to determine the similarities and differences to invading pulmonary pathogens
954,6661,,,,SDY2884,,,SARS-CoV-2 variant of concern fitness and adaptation in primary human airway epithelia,To study viral replicative fitness of SARS-CoV-2 variants of concern in primary human airway cells.
955,6661,,,,SDY2885,,,Impact of COVID-19 on myalgic encephalomyelitis/chronic fatigue syndrome-like illness prevalence: A cross-sectional survey,To assess the prevalence of and risk factors for Myalgic encephalomyelitis/chronic fatigue syndrome-like illness after COVID-19 and without prior COVID-19.
956,6661,,,,SDY2886,,,Modeling the transmission mitigation impact of testing for infectious diseases,"To develop a model that incorporates test specifications and usage, within-host pathogen dynamics, and human behaviors to estimate testing effectiveness (TE)-the fraction by which testing and post-diagnosis isolation reduce transmission at the population scale."
957,6661,,,,SDY2887,,,SARS-CoV-2 Orf6 is positioned in the nuclear pore complex by Rae1 to inhibit nucleocytoplasmic transport,To investigate the role of Rae1/Nup98 complex on the mechanism of SARS-CoV-2 Orf6-mediated transport inhibition.
958,6661,,,,SDY2888,,,Perspectives of patients undergoing neoadjuvant chemotherapy for breast cancer during the COVID‐19 pandemic,"To improve our understanding of the impact of the COVID‐19 pandemic on women being treated for breast cancer, both in general, and specifically related to their diagnosis."
959,6661,,,,SDY2889,,,Learning and Predicting from Dynamic Models for COVID-19 Patient Monitoring,To learn about an individual patient’s biomarker trajectories and outcome risks from a for a population of patients using prospective and retrospective longitudinal statistical models.
960,3546,,,,SDY289,,,Live Kidney Donor Study (RELIVE-01),"The purpose of this study was to establish a multi-center kidney donor database containing renal failure, cardiovascular and overall mortality information for the complete cohorts of kidney donors who underwent living donor uninephrectomy."
961,6661,,,,SDY2890,,,Selective suppression of de novo SARS-CoV-2 vaccine antibody responses in patients with cancer on B cell-targeted therapy,To evaluate the impact of booster immunization on levels of antibodies specific for Omicron and ancestral variants in cancer patients with or without active B cell-targeted therapy.
962,6661,,,,SDY2891,,,Detection of SARS-CoV-2 Antibodies in Immunoglobulin Products,To quantitatively examine SARS-CoV-2 antibodies in current Ig products used as replacement therapy.
963,7033,,,,SDY2892,,,Evaluation of Next-Generation H3 Influenza Vaccines in Ferrets Pre-Immune to Historical H3N2 Viruses,Ferrets were infected with historical A(H3N2) influenza and then vaccinated with computationally optimized broadly reactive antigens (COBRA) or wild-type (WT) influenza virus like particles (VLPs) expressing hemagglutinin (HA) vaccine antigens to examine the expansion of immune breadth.
964,7033,,,,SDY2893,,,Influenza breakthrough infection in vaccinated mice is characterized by non-pathological lung eosinophilia.,"The authors previously reported a dose-dependent recruitment of eosinophils to the lungs of mice vaccinated with alum-adjuvanted trivalent inactivated influenza vaccine (TIV) following a sublethal, vaccine-matched H1N1 challenge. Herein, the authors conducted the investigations to phenotype the lung eosinophils observed in their model of influenza breakthrough infection."
965,6661,,,,SDY2894,,,Adjuvant-dependent impact of inactivated SARS-CoV-2 vaccines during heterologous infection by a SARS-related coronavirus,To evaluate the impact of adjuvant formulation on the safety and efficacy of inactivated vaccine during homologous or heterologous coronavirus challenge.
966,6661,,,,SDY2895,,,Quantitative assessment of multiple pathogen exposure and immune dynamics at scale,To develop a high-throughput serology method that could evaluate antibody immune responses to hundreds of antigens in thousands of patients simultaneously.
967,6661,,,,SDY2896,,,Microfluidic Immuno-Serolomic Assay Reveals Systems Level Association with COVID-19 Pathology and Vaccine Protection,To develop new immuno-serolomic assays to systematically evaluate the effectiveness of immune protection against COVID-19 in vulnerable populations such as patients with hematologic malignancies or autoimmune disease.
968,6661,,,,SDY2897,,,"Distinct patterns of SARS-CoV-2 BA.2.87.1 and JN.1 variants in immune evasion, antigenicity, and cell-cell fusion","To investigate the spike biology and immune escape of the emerging variants BA.2.87.1 and JN.1 with a focus on neutralization resistance, infectivity, antigenicity, cell-cell fusion, and spike processing."
969,6661,,,,SDY2898,,,Anti-nucleocapsid antibody levels and pulmonary comorbid conditions are linked to post-COVID-19 syndrome,"To evaluate the factors that influence development of long-term symptoms, how symptoms vary across ethnic groups and whether long-term symptoms correlate with biomarkers."
970,1885,,,,SDY29,,,Determine of anti-PA titer kinetics,Determine of anti-PA titer kinetics
971,3546,,,,SDY290,,,Live Kidney Donor Study - Cross-Sectional and Historical Cohort Study (RELIVE-04),"The goal of this study is to determine the long-term risks of donor nephrectomy, compared to appropriate control subjects. This study built on information generated from RELIVE-01, a separate but related retrospective study. Through direct contact with previous living kidney donors this study examined the contribution of living kidney donation to the future development of hypertension, proteinuria, renal insufficiency or renal failure and anemia, the potential through these factors or others for increased cardiovascular risk for clinical events including myocardial infarction (MI), congestive heart failure (CHF), need for coronary artery bypass grafting (CABG) or percutaneous coronary angioplasty (PTCA) revascularization, and the impact of living kidney donation on quality of life (QOL) and financial status, compared to applicable control subjects and populations."
972,2668,,,,SDY2903,,,High-throughput single-cell profiling of B cell responses following inactivated influenza vaccination in young and older adults,"This study used single-cell RNA sequencing and B cell receptor sequencing to investigate age-related differences in the B cell response to influenza vaccination in young (20-30 years old) and older (60-100 years old) adults. The results show that older adults had a decreased B cell clonal expansion and plasmablast response compared to young adults, despite both groups exhibiting a protective antibody response to the vaccine. The study also identified gene expression differences in activated B cells between the age groups, suggesting that functional alterations in this B cell subset may contribute to the age-related decrease in vaccine response."
973,7329,,,,SDY2908,,,Mouse Study 102: Effect of RP-1 Microemulsion on Survival After PBI-BM6mm Irradiation with Thick Lead Restrainer Insert,Survival data of animals exposed to 16Gy Partial Body irradiation with bone marrow shielding that were either treated with vehicle or RP-1 microemulsion formulation.
974,3546,,,,SDY291,,,Live Kidney Donor Study -Renal Function Study (RELIVE-06),"As part of a cross-sectional study of living kidney donors from 5 to more than 50 years following donor nephrectomy, this study's goal is to accurately measure current Glomerular Filtration Rate (GFR), then to look at the change in GFR from pre to post donation and from early to late time points after donation. This study builds on information generated from RELIVE-01 and RELIVE-04. Through direct contact with previous living kidney donors, this study aims to quantify changes in renal function (measured GFR) from pre to early post donation using data already collected in a related retrospective study (RELIVE 01), and the change in renal function from early (in the first 2 years) post donation to late (beyond the first 2 years) post donation by repeating a GFR measurement. Cross-sectional GFR measurements from black donors compared to white donors matched for age, sex, weight and time from donation will provide data on differences in GFR late after donor nephrectomy by race. When compared to GFR estimates using predictive equations at each of these time points, we can evaluate the accuracy of estimated GFR in white and black donor populations."
975,7531,,,,SDY2914,,,Tumor-specific CD8+ Tc9 cells activate host CD4+ T cells to control antigen-lost tumors,"Host effector CD4+ T cells are emerging as an important contributor for tumor regression but whether they can be activated by adoptively transferred CD8+ T cells remains unknown. We reported that adoptive transfer of murine tumor-specific CD8+ Tc9 but not Tc1-CTL cells achieved long-term control of tumor growth in vivo. Here, we demonstrate that murine tumor-specific Tc9 cells not only kill antigen expressing primary tumors but also control the outgrowth of antigen-lost relapsed tumors by recruiting and activating host effector CD4+ T cells that recognize relapsed tumors. Tc9 cells secreted interleukin (IL) 24 and recruited CCR7-expressing conventional type-2 dendritic cells (cDC2) into tumor-draining lymph nodes to prime host CD4+ T cell response against relapsed tumors. Depleting host CD4+ T cells or deficiency in cDC2 impaired Tc9 cells ability to control the outgrowth of relapsed tumor. We also observed that intratumoral IL24 expression was positively correlated with gene signatures of cDC2 and effector CD4+ T cells in human cancers and expression of IL24, cDC2 and CD4+ T cell gene signatures were positively associated with patients overall survival. This study thus uncovers a novel mechanism underlying the activation of tumor-specific CD4+ T cells in vivo."
976,7183,,,,SDY2917,,,Enhanced placental antibody transfer efficiency with longer interval between maternal respiratory syncytial virus vaccination and birth,"We conducted a prospective cohort study at 2 academic medical centers between September 20, 2023 and March 21, 2024. Individuals who received the respiratory syncytial virus (RSV) vaccine were enrolled. Maternal and cord blood samples (dyads) were collected at delivery, and capillary blood samples were obtained from a subset of infants at 2 months of age. The study examined how gestational age at vaccination and the time elapsed from vaccination to delivery impacted the transfer of maternal antibodies to the fetus, measured in umbilical cord blood, and their persistence in infants peripheral blood at 2 months of age."
977,7033,,,,SDY2918,,,A surrogate ELISA to select high titer human convalescent plasma for treating immunocompromised patients infected with SARS-CoV-2 variants of concern,"Here, the authors review a surrogate ELISA to select COVID-19 convalescent plasma samples that will guarantee a protective level of neutralizing antibodies as the main correlate of protection."
978,3546,,,,SDY292,,,RELIVE Informed Consent Study (RELIVE-03),"The goal of this study was to study informed consent by the living donor. This study used surveys to evaluate the understanding of risk and psychological pressure that living organ donors felt when making the decision to donate. It compared participants' answers across geographic, racial and socio-economic backgrounds."
979,6661,,,,SDY2922,,,Patient Experiences Navigating Care Coordination For Long COVID: A Qualitative Study,To understand the experiences of patients as they navigate care for long COVID.
980,6661,,,,SDY2923,,,COVID-19 vaccination induces distinct T-cell responses in pediatric solid organ transplant recipients and immunocompetent children,To investigate whether the COVID-19 mRNA vaccine responses are limited in pediatric SOTRs (pSOTRs) compared to immunocompetent children.
981,6661,,,,SDY2924,,,High Frequency of Prior Severe Acute Respiratory Syndrome Coronavirus 2 Infection by Sensitive Nucleocapsid Assays,To evaluate whether Simoa serology assay and T-cell intracellular cytokine staining assay are more sensitive than the clinical Elecsys assay in the detection of nucleocapsid-specific immune responses.
982,6661,,,,SDY2925,,,Majority of human circulating IgG plasmablasts stop blasting in a cell-free pro-survival culture,To evaluate cell division with simultaneous functional IgG secretion using a novel optofluidic technology.
983,6661,,,,SDY2926,,,Emergency Myelopoiesis Distinguishes Multisystem Inflammatory Syndrome in Children From Pediatric Severe Coronavirus Disease 2019,To identify mechanisms of critical illness distinguishing Multisystem inflammatory syndrome (MIS-C) in children from severe acute coronavirus disease 2019.
984,6661,,,,SDY2927,,,"SARS-CoV-2 Variants from Long-Term, Persistently Infected Immunocompromised Patients Have Altered Syncytia Formation, Temperature-Dependent Replication, and Serum Neutralizing Antibody Escape",To understand the impact of SARS-CoV-2 mutations appearing during prolonged infections in immunocompromised patients.
985,6661,,,,SDY2928,,,Three SARS-CoV-2 spike protein variants delivered intranasally by measles and mumps vaccines are broadly protective,"To develop next-generation intranasal SARS-CoV-2 vaccines based on three components of the MMR vaccine to enhance protection of the respiratory tract, the initial/primary site of SARS-CoV-2 infection."
986,3546,,,,SDY293,,,Live Lung Donor Retrospective Study (RELIVE-02),"The purpose of this study is to determine the mortality, the early postoperative morbidity, and the occurrence of end stage lung disease for participants who underwent donor lobectomy between 1993 and 2006. Participants in this study have had donor lobectomy at the University of Southern California in Los Angeles or the Washington University Medical Center and Barnes-Jewish Hospital in St. Louis."
987,6512,,,,SDY2930,,,Single-cell multi-omics reveals dyssynchrony of the innate and adaptive immune system in progressive COVID-19,"The study used single-cell multi-omics analysis to investigate the dynamic immune responses in hospitalized COVID-19 patients with stable or progressive disease courses. The findings reveal a dyssynchrony between the innate and adaptive immune systems in progressive COVID-19, characterized by the presence of S100Ahi/HLA-DRlo classical monocytes, activated LAG-3hi T cells, skewed T cell receptor repertoires, and abnormal MHC-II/LAG-3 interactions between myeloid and T cells."
988,6661,,,,SDY2931,,,SeroNet Longitudinal Study v4.2.1,A study to understand immune response to COVID-19 vaccination and SARS-CoV-2 infection in healthy/immunocompromised groups over multiple timepoints.
989,7033,,,,SDY2932,,,Co-administration of seasonal quadrivalent influenza and COVID-19 vaccines leads to enhanced immune responses to influenza virus and reduced immune responses to SARS-CoV-2 in naive mice,The authors assessed the protective efficacy and humoral immune responses elicited by concomitant administration of a QIV and the Pfizer-BioNTech mRNA COVID-19 vaccine in naive BALB/c mice.
990,7033,,,,SDY2933,,,Induction of stalk-reactive antibodies with ADCC reporter activity by administration of a live-attenuated influenza virus vaccine to children,"Here, the authors sought to determine if certain responses could be induced through administration of LAIV to influenza vaccine naive young children, with different influenza virus exposure histories."
991,7033,,,,SDY2934,,,CpG ACE-Dextran MP,CpG MP expressing COBRA
992,3546,,,,SDY294,,,Live Lung Donor Cross-sectional Cohort Study (RELIVE-05),"The Live Lung Donor Cross-sectional Cohort Study (RELIVE-05) aimed to determine the effects of live lung donation on lung function, quality of life, morbidity, psychosocial status, satisfaction with live lung donation, and decision-making associated with live lung donation. This study built on the separate but related RELIVE-02 retrospective study that assessed the effects of live lung donation on survival and short-term morbidity. This multicenter cross-sectional cohort study invited the RELIVE-02 living former live lung donors to undergo questionnaire and pulmonary function test assessments to further determine the long-term outcomes of live lung donation. This study used preoperative donor pulmonary function data and normative data to assist with assessing the effects of live lung donation on lung donors."
993,7514,,,,SDY2943,,,Treg Adoptive Therapy in Subclinical Inflammation in Kidney Transplantation,"This is a multi-center, open-label, randomized, controlled trial with 2 cohorts: 1. Maintenance CNI based immunosuppression therapy and 2. PolyTregs."
994,7515,,,,SDY2944,,,"Regulatory T Cell Modulation in Kidney Transplantation with Biologic Blockade of Dual Effector Pathways, CD28 and IL-6","Multi-center, non-randomized, single arm, prospective trial with an investigational product (lulizumab pegol (BMS-931699) in the context of a novel immunosuppression regimen"
995,6993,,,,SDY2947,,,Systems immunology analysis of human tonsil organoids identifies host-specific correlates of protection to different influenza vaccines,"Due to the empirical nature of most vaccine development and design, few correlates of protection (beyond neutralizing antibodies) have been identified in humans following immunization. In particular, lymphoid tissues, which are the sites of the evolving response, have been understudied due to logistical and ethical issues. Thus, most prior work on vaccine correlates of protection have been unable to identify the mechanisms involved in potentiating vaccine responses. To address this gap, in this study we used an immune organoid model to identify novel correlates and predictors of the human influenza response."
996,4876,,,,SDY2948,,,Gene expression profile and active TB risk association with HLA class II alleles,We have identified specific HLA alleles associated with susceptibility to active TB and found that the expression of these alleles was associated with a decreased Mtb-specific T cell response and a specific gene expression signature.
997,2506,,,,SDY295,,,HLA Homozygous Cell Haplotype Sequencing,Assay development for HLA homozygous cell haplotype sequencing
998,7479,,,,SDY2951,,,"Pharmacokinetics and Biodistribution of 16,16 dimethyl Prostaglandin E2 in Non-Irradiated and Irradiated Mice and Non-Irradiated Non-Human Primates","The purpose of this study was to investigate the pharmacokinetics (PK) and biodistribution of dmPGE2 when used as a radioprotector in irradiated and non-irradiated inbred C57BL/6J mice, PK in irradiated and non-irradiated Jackson Diversity Outbred (JDO) mice, and the PK profile of dmPGE2 in non-irradiated non-human primates (NHPs)."
999,7490,,,,SDY2957,,,Flow Cytometry of IPS Celllines,"MACS purification and flow cytometry analysis were performed as described in Sharma, et al., 2022). Purified differentiated iPSC cell pellets were washed with FACS wash buffer (2% FBS in DPBS without Ca2+/Mg2+) and fixed in 1 mL of 4% PFA (in DPBS) for 15 min at RT. After incubation, 5 mL of FACS wash buffer were added, and cells were spun down at 400g for 4 min. Cells were resuspended in wash buffer and added to 96 well plate (about 500K/well). The plate was spun down at 400g for 5 min and the supernatant was carefully removed from the plate.Cells were incubated with anti-PMEL17 (RPE progenitor/committed marker, 1:25, Dako/Agilent, #M0634) or anti-TRA-1-81 (iPSC marker, 1:12.5, BD BioScience, #56012) in 50 ul of permeabilization buffer (2% FBS & 0.02% Triton-X-100 in DPBS) overnight at 4 degrees C on a rocking shaker. Isotype control for primary antibody (purified mouse IgG1, 1:25, BioLegend #401402) was used to set a baseline for analysis. Following overnight incubation, each well was washed with 100 ul of wash buffer at 400g for 5 min. The supernatant was carefully removed and cells were incubated with secondary antibody (Alexa Fluor 488, 1:500, Invitrogen #A-21202 or Alexa Fluor 647, 1:500, Invitrogen #A-31571) in 50 ul of permeabilization buffer for 30 min at RT. Then, each well was washed with 100 ul of wash buffer at 400g for 5 min. After removing the supernatant, 150 ul of wash buffer was added to each well for the flow cytometry analysis. The flow cytometry was performed on CytoFLEX S cytometer (Beckman Coulter Inc., Flow Cytometry Core at Children's Hospital of Philadelphia) and data was analyzed using CytExpert software (Beckman Coulter, Inc.)."
1000,7231,,,,SDY2958,,,Type 2 inflammation reduces SARS-CoV-2 replication in the airway epithelium in allergic asthma through functional alteration of ciliated epithelial cells I,"Despite well-known susceptibilities to other respiratory viral infections, individuals with allergic asthma have shown reduced susceptibility to severe coronavirus disease 2019 (COVID-19)."
1001,6661,,,,SDY2959,,,Impaired innate and adaptive immune responses to BNT162b2 SARS-CoV-2 vaccination in systemic lupus erythematosus,To assess the clinical features as well as the innate and adaptive immune responses in patients with SLE following 2-dose BNT162b2 mRNA vaccination.
1002,2799,,,,SDY296,,,"Systems Biology Approach to Analysis of 2011-12 TIV Fluzone Influenza Vaccine Response in Healthy Individuals (see companion studies SDY74, SDY301)",This project will contribute to the overall vision and goals of this U19 by analyzing the immune response to Flu vaccination in healthy individuals. The knowledge generated in this Project will be transferred to Projects 3-5 where immune effects of vaccination will be studied in patients with underlying immune system alterations.
1003,7033,,,,SDY2962,,,SARS-CoV-2 and Influenza A Virus Coinfections in Ferrets,Ferrets were coinfected with SARS-CoV-2 and human seasonal influenza A viruses (IAVs; H1N1 or H3N2) and were compared to animals that received each virus alone
1004,7033,,,,SDY2963,,,A multivalent nucleoside-modified mRNA vaccine against all known influenza virus subtypes,"Seasonal influenza vaccines offer little protection against pandemic influenza virus strains. It is difficult to create effective prepandemic vaccines because it is uncertain which influenza virus subtype will cause the next pandemic. In this work, we developed a nucleoside-modified messenger RNA (mRNA)-lipid nanoparticle vaccine encoding hemagglutinin antigens from all 20 known influenza A virus subtypes and influenza B virus lineages. This multivalent vaccine elicited high levels of cross-reactive and subtype-specific antibodies in mice and ferrets that reacted to all 20 encoded antigens. Vaccination protected mice and ferrets challenged with matched and mismatched viral strains, and this protection was at least partially dependent on antibodies. Our studies indicate that mRNA vaccines can provide protection against antigenically variable viruses by simultaneously inducing antibodies against multiple antigens."
1005,4009,,,,SDY2964,,,Insights into the Chemical Exposome during Pregnancy: A Non-Targeted Analysis of Preterm and Term Births,"The study examines the chemical exposome in 95 pregnant women (35 preterm and 60 term) in NYC. Paired urine and serum samples were analyzed using liquid chromatography coupled with Orbitrap mass spectrometry to identify chemical features associated with preterm and term outcomes. The study identified 1524 chemical features, with 12 confirmed via standards. Notably, dodecyltrimethylammonium and N,N-dimethyldecylamine N-oxide were newly reported in human blood. Significant differences were observed between urine and serum, and between preterm and term births (p < 0.0001). Additionally, 1,4-cyclohexanedicarboxylic acid (tentative) was elevated in preterm serum, and associations between surfactants and fatty acid amides were noted."
1006,7033,,,,SDY2965,,,Influenza Vaccination,Influenza vaccinated people
1007,7033,,,,SDY2966,,,Ab Responses to HA mRNA,COBRA HA mRNA vaccination of mice
1008,7033,,,,SDY2967,,,Zinc Carnosine Metal-Organic Coordination Polymer as a Potent Influenza Vaccine Platform,"ZnCar was used to deliver COBRA Y2 and the adjuvant CpG. When used as delivery vehicle for subunit vaccine, it shows potential due to its superior immunogenicity and in vitro storage stability."
1009,6661,,,,SDY2968,,,COVID-19 vaccination perspectives among patients with Long COVID: A qualitative study,To improve our understanding of perspectives about COVID-19 vaccines among individuals with Long COVID.
1010,7033,,,,SDY2969,,,COBRA HA and NA vaccines and influenza immune response,"Mice were vaccinated with COBRA HA and NA vaccines, and challenged with influenza to determine immune response"
1011,7033,,,,SDY2970,,,XBB.1.5 monovalent mRNA vaccine booster elicits robust neutralizing antibodies against XBB subvariants and JN.1,The authors investigate the immunogenicity of new COVID-19 vaccines that contain the spike protein of the SARS-CoV-2 XBB.1.5 subvariant.
1012,7033,,,,SDY2971,,,Comparison of mouse models of microbial experience reveals differences in microbial diversity and response to vaccination,"To better model the human immune experience, the investigators introduce additional microbial experiences to specific pathogen-free mice by way of 3 models."
1013,7033,,,,SDY2973,,,COBRA Vaccines protect against H5Nx Viral Infections,Vaccination of mice with COBRA vaccines elicits protective antibodies against historical and circulating H5Nx influenza viruses
1014,7210,,,,SDY2976,,,TCR delta chain repertoire sequencing,A case-control study of TCR delta chain repertoires in coeliac disease with 2 cohorts.
1015,7037,,,,SDY2977,,,Antibody-Fab and -Fc features promote Mycobacterium tuberculosis restriction,"Mycobacterium tuberculosis (Mtb), the causative agent of tuberculosis (TB), a leading cause of death by an infectious disease globally, has no efficacious vaccine. Antibodies are implicated in Mtb control, but the mechanisms of action remain poorly understood. We assembled a library of monoclonal antibodies (mAb) and screened for Mtb-restrictive activity in mice, identifying protective antibodies targeting diverse antigens. To dissect the mechanism of mAb-mediated Mtb restriction, we optimized a protective lipoarabinomannan-specific mAb generating Fc-variants. In vivo analysis of these Fc-variants revealed a role for Fc-effector function in Mtb restriction. Restrictive Fc-variants altered distribution of Mtb across innate immune cells. Single-cell transcriptomics highlighted distinctly activated pathways within innate immune cell subpopulations, highlighting early activation of neutrophils as a key signature of mAb-mediated Mtb restriction. Therefore, antibody-mediated restriction of Mtb is associated with reorganization of the tissue-level immune response to infection and depends on the collaboration of antibody Fab and Fc."
1016,7033,,,,SDY2978,,,Cell epitope abundance enhances responses to vaccines,Antigen specificity and magnitude of the CD4 T and GC B cell response to HA-Fe-nanoparticle immunization
1017,7033,,,,SDY2979,,,Immunogenicity of adjuvanted COBRA vaccine in immunocompromised and diverse populations,The computational analysis of the COBRA HA vaccination of mice revealed that there is an enhanced antigen recall response to the influenza vaccination.
1018,7033,,,,SDY2980,,,Development of Intranasal Gel for Influenza Vaccine Delivery,Intranasal immunization of mice using COBRA H1 with stimulator of interferon genes (STING)-cGAMP gel formulation against influenza.
1019,7033,,,,SDY2982,,,Development of Ferret Reference Resources and Profiling Assays.,Development of reference resources and assays that are essential for ferret immunogenetics and immune repertoire profiling analysis.
1020,6661,,,,SDY2983,,,Racial disparities in symptomatology and outcomes of COVID-19 among adults of Arkansas,To investigate patterns in symptomatology and outcomes of COVID-19 by race/ethnicity in order to aid in accurate diagnoses of patients that present with COVID-19.
1021,6661,,,,SDY2984,,,SARS-CoV-2 serosurvey across multiple waves of the COVID-19 pandemic in New York City between 2020–2023,To conduct a longitudinal cross-sectional study of anti-S and anti-NP to study the geographical distribution of the seroprevalence and antibody titers in residents of NYC throughout the pandemic.
1022,6661,,,,SDY2985,,,Viral afterlife: SARS-CoV-2 as a reservoir of immunomimetic peptides that reassemble into proinflammatory supramolecular complexes,"To investigate how SARS-CoV-2 infection leads to the strong but ineffective inflammatory response that characterizes COVID-19, with amplified immune activation in diverse cell types, including cells without ACE2 receptors necessary for infection."
1023,6661,,,,SDY2986,,,"High transmission of endemic human coronaviruses before and during the COVID-19 pandemic in adolescents in Cebu, Philippines",To assess the seroprevalence and level of immunity to the four human coronaviruses (hCoVs) in healthy samples collected from children during the COVID-19 pandemic prior to vaccination and to test if differences in immunity to the hCoVs were associated with the odds of infection with SARS-CoV-2.
1024,6661,,,,SDY2987,,,Trends in Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Seroprevalence in Massachusetts Estimated from Newborn Screening Specimens,To estimate the statewide seroprevalence in childbearing women in Massachusetts.
1025,6661,,,,SDY2988,,,Serologic Response to Messenger RNA Coronavirus Disease 2019 Vaccines in Inflammatory Bowel Disease Patients Receiving Biologic Therapies,To evaluate the impact of immunosuppressants on COVID-19 vaccine efficacy in Inflammatory bowel disease (IBD) patients.
1026,6661,,,,SDY2989,,,Mucosal antibody responses to SARS-CoV-2 booster vaccination and breakthrough infection,"Here, the investigators measured serum IgG, saliva IgG and saliva secretory IgA responses in individuals who experienced breakthrough infections and who received COVID-19 mRNA booster vaccinations."
1027,2799,,,,SDY299,,,Systems Biology Analysis of the response to Licensed Hepatitis B Vaccine (HEPLISAV) in Whole Blood (see companion studies SDY816 and SDY690),This project will contribute to the overall vision and goals of this U19 by analyzing the role of adjuvants in the humoral response to hep B vaccination in healthy individuals.
