sample_id,group_id,organism_id,collection,collection_id,collection_time,collection_time_unit,collection_time_unit_id,T0_definition,expsample_type,expsample_type_id,expsample_reference_id,expsample_reference_name,biosample_type,biosample_type_id,biosample_reference_id,biosample_reference_name,replicates,expsample_source
3532,,3530,blood draw,EFO_0009121,7.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441924,PBMC,NCIT_C12519,ES736286,,,GEO
3533,,3530,blood draw,EFO_0009121,28.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441925,PBMC,NCIT_C12519,ES736287,,,GEO
3534,,3534,blood draw,EFO_0009121,0.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441926,PBMC,NCIT_C12519,ES736288,,,GEO
3535,,3534,blood draw,EFO_0009121,2.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441927,PBMC,NCIT_C12519,ES736289,,,GEO
3536,,3534,blood draw,EFO_0009121,7.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441928,PBMC,NCIT_C12519,ES736290,,,GEO
3537,,3534,blood draw,EFO_0009121,28.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441929,PBMC,NCIT_C12519,ES736291,,,GEO
3538,,3538,blood draw,EFO_0009121,0.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441930,PBMC,NCIT_C12519,ES736292,,,GEO
3539,,3538,blood draw,EFO_0009121,2.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441931,PBMC,NCIT_C12519,ES736293,,,GEO
3540,,3538,blood draw,EFO_0009121,7.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441932,PBMC,NCIT_C12519,ES736294,,,GEO
3541,,3538,blood draw,EFO_0009121,28.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441933,PBMC,NCIT_C12519,ES736295,,,GEO
3542,,3542,blood draw,EFO_0009121,0.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441934,PBMC,NCIT_C12519,ES736296,,,GEO
3543,,3542,blood draw,EFO_0009121,2.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441935,PBMC,NCIT_C12519,ES736297,,,GEO
3544,,3542,blood draw,EFO_0009121,7.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441936,PBMC,NCIT_C12519,ES736298,,,GEO
3545,,3542,blood draw,EFO_0009121,28.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441937,PBMC,NCIT_C12519,ES736299,,,GEO
3546,,3546,blood draw,EFO_0009121,0.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441938,PBMC,NCIT_C12519,ES736300,,,GEO
3547,,3546,blood draw,EFO_0009121,2.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441939,PBMC,NCIT_C12519,ES736301,,,GEO
3548,,3546,blood draw,EFO_0009121,7.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441940,PBMC,NCIT_C12519,ES736302,,,GEO
3549,,3546,blood draw,EFO_0009121,24.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441941,PBMC,NCIT_C12519,ES736303,,,GEO
3550,,3550,blood draw,EFO_0009121,0.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441942,PBMC,NCIT_C12519,ES736304,,,GEO
3551,,3550,blood draw,EFO_0009121,2.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441943,PBMC,NCIT_C12519,ES736305,,,GEO
3552,,3550,blood draw,EFO_0009121,7.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441944,PBMC,NCIT_C12519,ES736306,,,GEO
3553,,3550,blood draw,EFO_0009121,32.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441945,PBMC,NCIT_C12519,ES736307,,,GEO
3554,,3554,blood draw,EFO_0009121,0.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441946,PBMC,NCIT_C12519,ES736308,,,GEO
3555,,3554,blood draw,EFO_0009121,2.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441947,PBMC,NCIT_C12519,ES736309,,,GEO
3556,,3554,blood draw,EFO_0009121,7.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441948,PBMC,NCIT_C12519,ES736310,,,GEO
3557,,3554,blood draw,EFO_0009121,28.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441949,PBMC,NCIT_C12519,ES736311,,,GEO
3558,,3558,blood draw,EFO_0009121,0.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441950,PBMC,NCIT_C12519,ES736312,,,GEO
3559,,3558,blood draw,EFO_0009121,2.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441951,PBMC,NCIT_C12519,ES736313,,,GEO
3560,,3558,blood draw,EFO_0009121,7.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441952,PBMC,NCIT_C12519,ES736314,,,GEO
3561,,3558,blood draw,EFO_0009121,28.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441953,PBMC,NCIT_C12519,ES736315,,,GEO
3562,,3562,blood draw,EFO_0009121,0.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441954,PBMC,NCIT_C12519,ES736316,,,GEO
3563,,3562,blood draw,EFO_0009121,2.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441955,PBMC,NCIT_C12519,ES736317,,,GEO
3564,,3562,blood draw,EFO_0009121,7.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441956,PBMC,NCIT_C12519,ES736318,,,GEO
3565,,3562,blood draw,EFO_0009121,28.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441957,PBMC,NCIT_C12519,ES736319,,,GEO
3566,,3566,blood draw,EFO_0009121,0.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441958,PBMC,NCIT_C12519,ES736320,,,GEO
3567,,3566,blood draw,EFO_0009121,4.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441959,PBMC,NCIT_C12519,ES736321,,,GEO
3568,,3566,blood draw,EFO_0009121,7.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441960,PBMC,NCIT_C12519,ES736322,,,GEO
3569,,3566,blood draw,EFO_0009121,28.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441961,PBMC,NCIT_C12519,ES736323,,,GEO
3570,,3570,blood draw,EFO_0009121,0.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441962,PBMC,NCIT_C12519,ES736324,,,GEO
3571,,3570,blood draw,EFO_0009121,4.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441963,PBMC,NCIT_C12519,ES736325,,,GEO
3572,,3570,blood draw,EFO_0009121,7.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441964,PBMC,NCIT_C12519,ES736326,,,GEO
3573,,3570,blood draw,EFO_0009121,28.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441965,PBMC,NCIT_C12519,ES736327,,,GEO
3574,,3574,blood draw,EFO_0009121,0.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441966,PBMC,NCIT_C12519,ES736328,,,GEO
3575,,3574,blood draw,EFO_0009121,4.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441967,PBMC,NCIT_C12519,ES736329,,,GEO
3576,,3574,blood draw,EFO_0009121,7.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441968,PBMC,NCIT_C12519,ES736330,,,GEO
3577,,3574,blood draw,EFO_0009121,28.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441969,PBMC,NCIT_C12519,ES736331,,,GEO
3578,,3578,blood draw,EFO_0009121,0.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441970,PBMC,NCIT_C12519,ES736332,,,GEO
3579,,3578,blood draw,EFO_0009121,4.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441971,PBMC,NCIT_C12519,ES736333,,,GEO
3580,,3578,blood draw,EFO_0009121,7.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441972,PBMC,NCIT_C12519,ES736334,,,GEO
3581,,3578,blood draw,EFO_0009121,28.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441973,PBMC,NCIT_C12519,ES736335,,,GEO
3582,,3582,blood draw,EFO_0009121,0.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441974,PBMC,NCIT_C12519,ES736336,,,GEO
3583,,3582,blood draw,EFO_0009121,4.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441975,PBMC,NCIT_C12519,ES736337,,,GEO
3584,,3582,blood draw,EFO_0009121,7.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441976,PBMC,NCIT_C12519,ES736338,,,GEO
3585,,3582,blood draw,EFO_0009121,28.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441977,PBMC,NCIT_C12519,ES736339,,,GEO
3586,,3586,blood draw,EFO_0009121,0.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441978,PBMC,NCIT_C12519,ES736340,,,GEO
3587,,3586,blood draw,EFO_0009121,4.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441979,PBMC,NCIT_C12519,ES736341,,,GEO
3588,,3586,blood draw,EFO_0009121,7.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441980,PBMC,NCIT_C12519,ES736342,,,GEO
3589,,3586,blood draw,EFO_0009121,28.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441981,PBMC,NCIT_C12519,ES736343,,,GEO
3590,,3590,blood draw,EFO_0009121,0.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441982,PBMC,NCIT_C12519,ES736344,,,GEO
3591,,3590,blood draw,EFO_0009121,4.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441983,PBMC,NCIT_C12519,ES736345,,,GEO
3592,,3590,blood draw,EFO_0009121,7.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441984,PBMC,NCIT_C12519,ES736346,,,GEO
3593,,3590,blood draw,EFO_0009121,28.0,Days,UO_0000035,,PBMC : NA,,GSE59714,GSM1441985,PBMC,NCIT_C12519,ES736347,,,GEO
3594,,3594,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257234,Other,NCIT_C43412,ES773839,,,GEO
3595,,3594,blood draw,EFO_0009121,1.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257185,Other,NCIT_C43412,ES773840,,,GEO
3596,,3594,blood draw,EFO_0009121,30.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257137,Other,NCIT_C43412,ES773841,,,GEO
3597,,3594,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257176,Other,NCIT_C43412,ES773842,,,GEO
3598,,3598,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257199,Other,NCIT_C43412,ES773843,,,GEO
3599,,3598,blood draw,EFO_0009121,1.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257202,Other,NCIT_C43412,ES773844,,,GEO
3600,,3598,blood draw,EFO_0009121,30.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257189,Other,NCIT_C43412,ES773845,,,GEO
3601,,3598,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257164,Other,NCIT_C43412,ES773846,,,GEO
3602,,3602,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257177,Other,NCIT_C43412,ES773847,,,GEO
3603,,3602,blood draw,EFO_0009121,1.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257187,Other,NCIT_C43412,ES773848,,,GEO
3604,,3602,blood draw,EFO_0009121,30.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257173,Other,NCIT_C43412,ES773849,,,GEO
3605,,3602,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257194,Other,NCIT_C43412,ES773850,,,GEO
3606,,3606,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257200,Other,NCIT_C43412,ES773851,,,GEO
3607,,3606,blood draw,EFO_0009121,1.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257153,Other,NCIT_C43412,ES773852,,,GEO
3608,,3606,blood draw,EFO_0009121,30.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257161,Other,NCIT_C43412,ES773853,,,GEO
3609,,3606,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257204,Other,NCIT_C43412,ES773854,,,GEO
3610,,3610,blood draw,EFO_0009121,1.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257243,Other,NCIT_C43412,ES773855,,,GEO
3611,,3610,blood draw,EFO_0009121,30.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257147,Other,NCIT_C43412,ES773856,,,GEO
3612,,3610,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257138,Other,NCIT_C43412,ES773857,,,GEO
3613,,3613,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257167,Other,NCIT_C43412,ES773858,,,GEO
3614,,3613,blood draw,EFO_0009121,1.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257226,Other,NCIT_C43412,ES773859,,,GEO
3615,,3613,blood draw,EFO_0009121,30.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257168,Other,NCIT_C43412,ES773860,,,GEO
3616,,3613,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257229,Other,NCIT_C43412,ES773861,,,GEO
3617,,3617,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257228,Other,NCIT_C43412,ES773862,,,GEO
3618,,3617,blood draw,EFO_0009121,1.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257156,Other,NCIT_C43412,ES773863,,,GEO
3619,,3617,blood draw,EFO_0009121,30.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257195,Other,NCIT_C43412,ES773864,,,GEO
3620,,3617,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257212,Other,NCIT_C43412,ES773865,,,GEO
3621,,3621,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257259,Other,NCIT_C43412,ES773866,,,GEO
3622,,3621,blood draw,EFO_0009121,1.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257216,Other,NCIT_C43412,ES773867,,,GEO
3623,,3621,blood draw,EFO_0009121,30.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257206,Other,NCIT_C43412,ES773868,,,GEO
3624,,3621,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257239,Other,NCIT_C43412,ES773869,,,GEO
3625,,3625,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257132,Other,NCIT_C43412,ES773870,,,GEO
3626,,3625,blood draw,EFO_0009121,1.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257160,Other,NCIT_C43412,ES773871,,,GEO
3627,,3625,blood draw,EFO_0009121,30.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257142,Other,NCIT_C43412,ES773872,,,GEO
3628,,3625,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257155,Other,NCIT_C43412,ES773873,,,GEO
3629,,3629,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257251,Other,NCIT_C43412,ES773874,,,GEO
3630,,3629,blood draw,EFO_0009121,1.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257230,Other,NCIT_C43412,ES773875,,,GEO
3631,,3629,blood draw,EFO_0009121,30.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257148,Other,NCIT_C43412,ES773876,,,GEO
3632,,3629,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257254,Other,NCIT_C43412,ES773877,,,GEO
3633,,3633,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257213,Other,NCIT_C43412,ES773878,,,GEO
3634,,3633,blood draw,EFO_0009121,1.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257223,Other,NCIT_C43412,ES773879,,,GEO
3635,,3633,blood draw,EFO_0009121,30.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257130,Other,NCIT_C43412,ES773880,,,GEO
3636,,3633,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257233,Other,NCIT_C43412,ES773881,,,GEO
3637,,3637,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257154,Other,NCIT_C43412,ES773882,,,GEO
3638,,3637,blood draw,EFO_0009121,1.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257197,Other,NCIT_C43412,ES773883,,,GEO
3639,,3637,blood draw,EFO_0009121,30.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257238,Other,NCIT_C43412,ES773884,,,GEO
3640,,3637,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257184,Other,NCIT_C43412,ES773885,,,GEO
3641,,3641,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257152,Other,NCIT_C43412,ES773886,,,GEO
3642,,3641,blood draw,EFO_0009121,1.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257172,Other,NCIT_C43412,ES773887,,,GEO
3643,,3641,blood draw,EFO_0009121,30.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257143,Other,NCIT_C43412,ES773888,,,GEO
3644,,3641,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257260,Other,NCIT_C43412,ES773889,,,GEO
3645,,3645,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257174,Other,NCIT_C43412,ES773890,,,GEO
3646,,3645,blood draw,EFO_0009121,1.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257247,Other,NCIT_C43412,ES773891,,,GEO
3647,,3645,blood draw,EFO_0009121,30.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257162,Other,NCIT_C43412,ES773892,,,GEO
3648,,3645,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257182,Other,NCIT_C43412,ES773893,,,GEO
3649,,3649,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257241,Other,NCIT_C43412,ES773894,,,GEO
3650,,3649,blood draw,EFO_0009121,1.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257224,Other,NCIT_C43412,ES773895,,,GEO
3651,,3649,blood draw,EFO_0009121,30.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257146,Other,NCIT_C43412,ES773896,,,GEO
3652,,3649,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257141,Other,NCIT_C43412,ES773897,,,GEO
3653,,3653,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257240,Other,NCIT_C43412,ES773898,,,GEO
3654,,3653,blood draw,EFO_0009121,1.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257221,Other,NCIT_C43412,ES773899,,,GEO
3655,,3653,blood draw,EFO_0009121,30.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257183,Other,NCIT_C43412,ES773900,,,GEO
3656,,3653,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257231,Other,NCIT_C43412,ES773901,,,GEO
3657,,3657,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257170,Other,NCIT_C43412,ES773902,,,GEO
3658,,3657,blood draw,EFO_0009121,1.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257246,Other,NCIT_C43412,ES773903,,,GEO
3659,,3657,blood draw,EFO_0009121,30.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257249,Other,NCIT_C43412,ES773904,,,GEO
3660,,3657,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257179,Other,NCIT_C43412,ES773905,,,GEO
3661,,3661,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257169,Other,NCIT_C43412,ES773906,,,GEO
3662,,3661,blood draw,EFO_0009121,1.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257227,Other,NCIT_C43412,ES773907,,,GEO
3663,,3661,blood draw,EFO_0009121,30.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257244,Other,NCIT_C43412,ES773908,,,GEO
3664,,3661,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257180,Other,NCIT_C43412,ES773909,,,GEO
3665,,3665,blood draw,EFO_0009121,1.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257261,Other,NCIT_C43412,ES773911,,,GEO
3666,,3665,blood draw,EFO_0009121,30.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257210,Other,NCIT_C43412,ES773912,,,GEO
3667,,3665,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257145,Other,NCIT_C43412,ES773913,,,GEO
3668,,3668,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257211,Other,NCIT_C43412,ES773914,,,GEO
3669,,3668,blood draw,EFO_0009121,1.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257157,Other,NCIT_C43412,ES773915,,,GEO
3670,,3668,blood draw,EFO_0009121,30.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257190,Other,NCIT_C43412,ES773916,,,GEO
3671,,3668,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257201,Other,NCIT_C43412,ES773917,,,GEO
3672,,3672,blood draw,EFO_0009121,30.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257136,Other,NCIT_C43412,ES773918,,,GEO
3673,,3672,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257207,Other,NCIT_C43412,ES773919,,,GEO
3674,,3674,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257252,Other,NCIT_C43412,ES773920,,,GEO
3675,,3674,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257151,Other,NCIT_C43412,ES773921,,,GEO
3676,,3676,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257217,Other,NCIT_C43412,ES773922,,,GEO
3677,,3676,blood draw,EFO_0009121,1.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257242,Other,NCIT_C43412,ES773923,,,GEO
3678,,3676,blood draw,EFO_0009121,30.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257256,Other,NCIT_C43412,ES773924,,,GEO
3679,,3676,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257140,Other,NCIT_C43412,ES773925,,,GEO
3680,,3680,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257262,Other,NCIT_C43412,ES773926,,,GEO
3681,,3680,blood draw,EFO_0009121,1.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257128,Other,NCIT_C43412,ES773927,,,GEO
3682,,3680,blood draw,EFO_0009121,30.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257250,Other,NCIT_C43412,ES773928,,,GEO
3683,,3680,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257175,Other,NCIT_C43412,ES773929,,,GEO
3684,,3684,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257150,Other,NCIT_C43412,ES773930,,,GEO
3685,,3684,blood draw,EFO_0009121,1.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257203,Other,NCIT_C43412,ES773931,,,GEO
3686,,3684,blood draw,EFO_0009121,30.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257253,Other,NCIT_C43412,ES773932,,,GEO
3687,,3684,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257208,Other,NCIT_C43412,ES773933,,,GEO
3688,,3688,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257235,Other,NCIT_C43412,ES773934,,,GEO
3689,,3688,blood draw,EFO_0009121,1.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257139,Other,NCIT_C43412,ES773935,,,GEO
3690,,3690,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257248,Other,NCIT_C43412,ES773936,,,GEO
3691,,3690,blood draw,EFO_0009121,1.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257198,Other,NCIT_C43412,ES773937,,,GEO
3692,,3690,blood draw,EFO_0009121,30.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257159,Other,NCIT_C43412,ES773938,,,GEO
3693,,3690,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257257,Other,NCIT_C43412,ES773939,,,GEO
3694,,3694,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257255,Other,NCIT_C43412,ES773940,,,GEO
3695,,3694,blood draw,EFO_0009121,30.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257163,Other,NCIT_C43412,ES773941,,,GEO
3696,,3694,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257232,Other,NCIT_C43412,ES773942,,,GEO
3697,,3697,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257214,Other,NCIT_C43412,ES773943,,,GEO
3698,,3697,blood draw,EFO_0009121,1.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257196,Other,NCIT_C43412,ES773944,,,GEO
3699,,3697,blood draw,EFO_0009121,30.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257181,Other,NCIT_C43412,ES773945,,,GEO
3700,,3697,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257192,Other,NCIT_C43412,ES773946,,,GEO
3701,,3701,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257191,Other,NCIT_C43412,ES773947,,,GEO
3702,,3701,blood draw,EFO_0009121,1.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257258,Other,NCIT_C43412,ES773948,,,GEO
3703,,3701,blood draw,EFO_0009121,30.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257135,Other,NCIT_C43412,ES773949,,,GEO
3704,,3701,blood draw,EFO_0009121,7.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257218,Other,NCIT_C43412,ES773950,,,GEO
3705,,3705,blood draw,EFO_0009121,0.0,Days,UO_0000035,,Other : NA,,GSE52005,GSM1257158,Other,NCIT_C43412,ES773951,,,GEO
